ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
16372,פרוטה.  הדר יתבי וקאמרי הא דאמר ^רב יהודה אמר שמואל^ כל שאינו יודע בטיב גיטין,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,36653,36670,13A,36653,1394,2763
16373,יהא לו עסק עמהן אמר ^רבי אסי אמר רבי יוחנן^ וקשין לעולם יותר מדור המבול,רבי אסי,רבי אסי,רבי אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אסי-רבי יוחנן, אמר ,אמר,1,Kiddushin,36728,36748,13A,36728,535,1570
16374,ומתה יביאו יורשין עולתה אמר ^רב יהודה אמר שמואל^ והוא שהפרישתה מחיים אבל לא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,37302,37319,13B,37302,1394,2763
16375,קסבר שיעבודא לאו דאורייתא אמר ^רבי אסי אמר רבי יוחנן^ אף על גב שלא הפרישה,רבי אסי,רבי אסי,רבי אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אסי-רבי יוחנן, אמר ,אמר,1,Kiddushin,37402,37422,13B,37402,535,1570
16382,ורבי אלעזר יליף שכיר שכיר.  אמר ^רב טביומי משמיה דאביי^ דכולי עלמא יליף שכיר שכיר,רב טביומי,רב טביומי,רב טביומי,דאביי,אביי,אביי,אביי-רב טביומי, משמיה ,משמיה,1,Kiddushin,42067,42087,14B,42067,1358,121
16387,יומא ויומא אזל ומזבין נפשיה.  אמר ^רבי חייא בר אבא אמר רבי יוחנן^ זו דברי רבי יוסי הגלילי,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Kiddushin,46348,46376,15B,46348,1091,1570
16419,את בתו לשפחות אחר אישות.  ואמר ^רב עמרם אמר רבי יצחק^ הכא בקדושי יעוד ואליבא דרבי,רב עמרם,רב עמרם,רב עמרם,רבי יצחק,רבי יצחק,רבי יצחק,רב עמרם-רבי יצחק, אמר ,אמר,1,Kiddushin,58491,58510,18B,58491,2445,1885
16422,הוי עלה תא שמע אמר ^רבי אייבו אמר רבי ינאי^ אין יעוד אלא בגדול אין,רבי אייבו,רבי אייבו,רבי אייבו,רבי ינאי,רבי ינאי,רבי ינאי רבה,רבי אייבו-רבי ינאי רבה, אמר ,אמר,1,Kiddushin,59579,59600,19A,59579,21574,1814
16423,שאני הכא דאמר רחמנא והפדה.  אמר ^רבא אמר רב נחמן^ אומר אדם לבתו קטנה צאי,רבא,רבא,רבא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבא, אמר ,אמר,1,Kiddushin,60262,60276,19A,60262,2582,2285
16425,קידושי הכא נמי לא שנא.  ואמר ^רבא אמר רב נחמן^ המקדש במלוה שיש עליה משכון,רבא,רבא,רבא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבא, אמר ,אמר,1,Kiddushin,60456,60470,19A,60456,2582,2285
16461,ויש קנין לאשה בלא בעלה.  אמר ^רבה אמר רב ששת^ דכולי עלמא אין קנין לעבד,רבה,רבה,רבה בר נחמני,רב ששת,רב ששת,רב ששת,רב ששת-רבה בר נחמני, אמר ,אמר,1,Kiddushin,79780,79793,23B,79780,2581,2938
16463,פודה מעשר שני בלא חומש ^רבי שמעון בן אלעזר אומר משום רבי מאיר^ אשה פודה מעשר שני בלא,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי מאיר,רבי מאיר,רבי מאיר,רבי מאיר-רבי שמעון בן אלעזר, אומר משום ,אומר משום,2,Kiddushin,80452,80488,24A,0,2846,2068
16471,מן העוף ולא כל העוף.  אמר ^רב חייא בר אשי אמר רב^ היתה לו,רב חייא בר אשי,רב חייא בר אשי,רב חייא בר אשי,רב,רב,רב,רב-רב חייא בר אשי, אמר ,אמר,1,Kiddushin,83845,83865,24B,83845,1102,2578
16479,לענין טבילה כטמון דמי והאמר ^רבין אמר רב אדא^ אמר רבי יצחק מעשה בשפחה,רבין,רבין,רבין אבין,רב אדא,רב אדא,רב אדא,רב אדא-רבין אבין, אמר ,אמר,1,Kiddushin,85661,85675,25A,85661,139,189
16480,כטמון דמי והאמר רבין אמר ^רב אדא אמר רבי יצחק^ מעשה בשפחה של בית רבי,רב אדא,רב אדא,רב אדא,רבי יצחק,רבי יצחק,רבי יצחק,רב אדא-רבי יצחק, אמר ,אמר,1,Kiddushin,85670,85688,25A,85670,189,1885
16492,סלע דקשי כסלע.  תא שמע דאמר ^רב יהודה אמר רב^ מעשה באדם אחד שחלה בירושלים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,88939,88953,26B,88939,1394,2578
16494,היכי דלא ליטרחינהו.  תא שמע דאמר ^רבא בר יצחק אמר רב^ שני שטרות הן זכו בשדה,רבא בר יצחק,רבא בר יצחק,רבא בר יצחק,רב,רב,רב,רב-רבא בר יצחק, אמר ,אמר,1,Kiddushin,89878,89895,27A,89878,21320,2578
16498,כודאי.  עד היכן גלגול שבועה אמר ^רב יהודה אמר רב^ דאמר ליה הישבע לי שאין,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,92683,92697,28A,92683,1394,2578
16504,ואחר כך ילמוד תורה אמר ^רב יהודה אמר שמואל^ הלכה נושא אשה ואחר כך,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,98455,98472,29B,98455,1394,2763
16509,ללמד את בנו תורה אמר ^רב יהודה אמר שמואל^ כגון זבולון בן דן שלימדו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,99409,99426,30A,99409,1394,2763
16516,עד דמייתי לינוקא לבית מדרשא.  אמר ^רב ספרא משום רבי יהושע בן חנניא^ מאי דכתיב ושננתם לבניך אל,רב ספרא,רב ספרא,רב ספרא,רבי יהושע בן חנניא,רבי יהושע בן חנניא,רבי יהושע בן חנניא,רב ספרא-רבי יהושע בן חנניא, משום ,משום,1,Kiddushin,100520,100550,30A,100520,2398,22189
16517,מפני שרשות אחרים עליה אמר ^רב אידי בר אבין אמר רב^ נתגרשה שניהם שוים,רב אידי בר אבין,רב אידי בר אבין,רב אידי בר אבין,רב,רב,רב,רב-רב אידי בר אבין, אמר ,אמר,1,Kiddushin,103979,104000,30B,103979,343,2578
16520,מראשותיו של אביו ולא ציערו.  אמר ^רב יהודה אמר שמואל^ שאלו את רבי אליעזר עד,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,105987,106004,31A,105987,1394,2763
16545,מתנה הלכה כאיסי בן יהודה.  אמר ^רב יצחק בר שילא אמר רב מתנה^ אמר רב חסדא האב שמחל,רב יצחק בר שילא,רב יצחק בר שילא,רב יצחק בר שילא,רב מתנה,רב מתנה,רב מתנה,רב יצחק בר שילא-רב מתנה, אמר ,אמר,1,Kiddushin,110961,110987,32A,110961,1931,2225
16546,רב יצחק בר שילא אמר ^רב מתנה אמר רב חסדא^ האב שמחל על כבודו כבודו,רב מתנה,רב מתנה,רב מתנה,רב חסדא,רב חסדא,רב חסדא,רב חסדא-רב מתנה, אמר ,אמר,1,Kiddushin,110981,110999,32A,110981,2225,1345
16560,בבתי בראי.  הכי נמי מסתברא דאמר ^רבה בר בר חנה אמר רבי יוחנן^ בכל מקום מותר להרהר חוץ,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Kiddushin,114913,114939,33A,114913,2594,1570
16571,נחמן בר אבא איכא בשוקא.  אמר ^רבי אייבו אמר רבי ינאי^,רבי אייבו,רבי אייבו,רבי אייבו,רבי ינאי,רבי ינאי,רבי ינאי רבה,רבי אייבו-רבי ינאי רבה, אמר ,אמר,1,Kiddushin,116032,116053,33A,116032,21574,1814
16582,דאמר לשבח אמר חזקיה.  אמר לי ^רבי חנינא בריה דרבי אבהו אמר רבי אבהו^ אמר רבי אבדימי דמן חיפא,רבי חנינא בריה דרבי אבהו,רבי חנינא בריה דרבי אבהו,רבי חנינא בריה דרבי אבהו,רבי אבהו,רבי אבהו,רבי אבהו,רבי אבהו-רבי חנינא בריה דרבי אבהו, אמר ,אמר,1,Kiddushin,117848,117884,33B,117848,22017,92
16583,חנינא בריה דרבי אבהו אמר ^רבי אבהו אמר רבי אבדימי דמן חיפא^ חכם עובר עומד מלפניו ארבע,רבי אבהו,רבי אבהו,רבי אבהו,רבי אבדימי דמן חיפא,רבי אבדימי דמן חיפא,רבי אבדימי דמן חיפא,רבי אבדימי דמן חיפא-רבי אבהו, אמר ,אמר,1,Kiddushin,117877,117908,33B,117877,92,21494
16584,תעשה וכו׳ מנהני מילי אמר ^רב יהודה אמר רב^ וכן תנא דבי רבי ישמעאל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,121818,121832,35A,121818,1394,2578
16602,מדברי סופרים מאי הלכה אמר ^רב יהודה אמר שמואל^ הלכתא מדינה עולא אמר רבי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,133433,133450,38B,133433,1394,2763
16604,יהודה אמר שמואל הלכתא מדינה ^עולא אמר רבי יוחנן^ הלכה למשה מסיני,עולא,עולא,עולא נחותא,רבי יוחנן,רבי יוחנן,רבי יוחנן,עולא נחותא-רבי יוחנן, אמר ,אמר,1,Kiddushin,133464,133481,38B,133464,2409,1570
16612,כמאן סברוה כי הא דתניא ^רבי אלעזר ברבי יוסי אומר משום רבי יוסי^ בן דורמסקה שאמר משום רבי,רבי אלעזר ברבי יוסי,רבי אלעזר ברבי יוסי,רבי אלעזר ברבי יוסי,רבי יוסי,רבי יוסי,רבי יוסי בן חלפתא,רבי אלעזר ברבי יוסי-רבי יוסי בן חלפתא, אומר משום ,אומר משום,2,Kiddushin,134329,134366,39A,0,445,1657
16614,יוסי בן דורמסקה שאמר משום ^רבי יוסי הגלילי שאמר משום רבי יוחנן בן נורי^ שאמר משום רבי אליעזר הגדול,רבי יוסי הגלילי,רבי יוסי הגלילי,רבי יוסי הגלילי,רבי יוחנן בן נורי,רבי יוחנן בן נורי,רבי יוחנן בן נורי,רבי יוחנן בן נורי-רבי יוסי הגלילי, שאמר משום ,שאמר משום,2,Kiddushin,134389,134431,39A,0,1742,1593
16615,רבי יוסי הגלילי שאמר משום ^רבי יוחנן בן נורי שאמר משום רבי אליעזר^ הגדול אין ערלה בחוצה לארץ,רבי יוחנן בן נורי,רבי יוחנן בן נורי,רבי יוחנן בן נורי,רבי אליעזר,רבי אליעזר,רבי אליעזר בן הורקנוס,רבי אליעזר בן הורקנוס-רבי יוחנן בן נורי, שאמר משום ,שאמר משום,2,Kiddushin,134415,134452,39A,0,1593,417
16616,אומר אף החדש תני חדש.  אמר ^רבי אסי אמר רבי יוחנן^ ערלה בחוצה לארץ הלכה למשה,רבי אסי,רבי אסי,רבי אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אסי-רבי יוחנן, אמר ,אמר,1,Kiddushin,134534,134554,39A,134534,535,1570
16618,נאמר ספיקא מותר ודאה אסור.  אמר ^רבי אסי אמר רבי יוחנן^ לוקין על הכלאים דבר תורה,רבי אסי,רבי אסי,רבי אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אסי-רבי יוחנן, אמר ,אמר,1,Kiddushin,134738,134758,39A,134738,535,1570
16632,דעתך אלא נעשית לו כהיתר.  אמר ^רבי אבהו משום רבי חנינא^ נוח לו לאדם שיעבור עבירה,רבי אבהו,רבי אבהו,רבי אבהו,רבי חנינא,רבי חנינא,רבי חנינא בר חמא,רבי אבהו-רבי חנינא בר חמא, משום ,משום,1,Kiddushin,140638,140660,40A,140638,92,1212
16643,כדרב יהודה אמר רב דאמר ^רב יהודה אמר רב^ אסור לאדם שיקדש את האשה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,143951,143965,41A,143951,1394,2578
16647,לא מסייע ליה לרב דאמר ^רב יהודה אמר רב^ ואיתימא רבי אלעזר אסור לאדם,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,144376,144390,41A,144376,1394,2578
16652,אמר רבי יוחנן נפקא דאמר ^רבי חייא בר אבא אמר רבי יוחנן^ אין העבד נעשה שליח לקבל,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Kiddushin,145936,145964,41B,145936,1091,1570
16654,הפסח על היחיד.  ואלא הא דאמר ^רב גידל אמר רב^ מנין ששלוחו של אדם כמותו,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Kiddushin,147127,147140,42A,147127,820,2578
16656,דרבא בר רב הונא דאמר ^רבא בר רב הונא אמר רב גידל^ אמר רב מנין שזכין לאדם,רבא בר רב הונא,רבא בר רב הונא,רבה בר רב הונא,רב גידל,רב גידל,רב גידל,רב גידל-רבה בר רב הונא, אמר ,אמר,1,Kiddushin,147306,147331,42A,147306,2596,820
16657,רבא בר רב הונא אמר ^רב גידל אמר רב^ מנין שזכין לאדם שלא בפניו,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Kiddushin,147325,147338,42A,147325,820,2578
16659,כדרבא בר רב הונא דאמר ^רבא בר רב הונא אמר רב גידל^ אמר רב מנין ליתומים שבאו,רבא בר רב הונא,רבא בר רב הונא,רבה בר רב הונא,רב גידל,רב גידל,רב גידל,רב גידל-רבה בר רב הונא, אמר ,אמר,1,Kiddushin,147532,147557,42A,147532,2596,820
16660,רבא בר רב הונא אמר ^רב גידל אמר רב^ מנין ליתומים שבאו לחלוק בנכסי,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Kiddushin,147551,147564,42A,147551,820,2578
16661,אחד נשיא אחד ממטה תקחו.  אמר ^רב נחמן אמר שמואל^ יתומים שבאו לחלוק בנכסי אביהם,רב נחמן,רב נחמן,רב נחמן בר יעקב,שמואל,שמואל,שמואל,רב נחמן בר יעקב-שמואל, אמר ,אמר,1,Kiddushin,147723,147739,42A,147723,2285,2763
16662,כח בית דין יפה ואמר ^רב הונא בר חיננא אמר רב נחמן^ הלכה כדברי חכמים,רב הונא בר חיננא,רב הונא בר חיננא,רב הונא בר חיננא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב הונא בר חיננא-רב נחמן בר יעקב, אמר ,אמר,1,Kiddushin,148083,148110,42A,148083,913,2285
16678,עד והילכתא שליח נעשה עד.  אמר ^רבא אמר רב נחמן^ אמר לשנים צאו וקדשו לי,רבא,רבא,רבא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבא, אמר ,אמר,1,Kiddushin,152074,152088,43A,152074,2582,2285
16701,נפשה וקא קרי לה אלמנה.  אמר ^רב עמרם אמר רבי יצחק^ הכא בקידושי יעוד ואליבא דרבי,רב עמרם,רב עמרם,רב עמרם,רבי יצחק,רבי יצחק,רבי יצחק,רב עמרם-רבי יצחק, אמר ,אמר,1,Kiddushin,157301,157320,45A,157301,2445,1885
16703,ונפלה לפני אחיו ליבום אמר ^רב הונא אמר רב^ ממאנת למאמרו ואינה ממאנת לזיקתו,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Kiddushin,157442,157455,45A,157442,895,2578
16730,נשתייר הימנו שוה פרוטה מקודשת ^רבי שמעון בן אלעזר אומר משום רבי מאיר^ מלוה,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי מאיר,רבי מאיר,רבי מאיר,רבי מאיר-רבי שמעון בן אלעזר, אומר משום ,אומר משום,2,Kiddushin,164549,164585,47A,0,2846,2068
16731,שנשתייר הימנה שוה פרוטה אינה מקודשת.  ^רבי שמעון בן אלעזר אומר משום רבי מאיר^ מלוה הרי היא כפקדון במאי,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי מאיר,רבי מאיר,רבי מאיר,רבי מאיר-רבי שמעון בן אלעזר, אומר משום ,אומר משום,2,Kiddushin,165167,165203,47B,0,2846,2068
16741,בדרב הונא אמר רב דאמר ^רב הונא אמר רב^ מנה לי בידך תנהו לפלוני,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Kiddushin,166841,166854,48A,166841,895,2578
16824,תנאי נינהו ואליבא דרבי יהודה.  אמר ^עולא משמיה דבר פדא^ אומר היה רבי מאיר הקדש,עולא,עולא,עולא נחותא,דבר פדא,בר פדא,בר פדא,בר פדא-עולא נחותא, משמיה ,משמיה,1,Kiddushin,190698,190715,54B,190698,2409,763
16828,מתחלל אלא לענין אכילה בלבד.  אמר ^רב נחמן אמר רב אדא בר אהבה^ הלכה כרבי מאיר במעשר הואיל,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב אדא בר אהבה,רב אדא בר אהבה,רב אדא בר אהבה,רב אדא בר אהבה-רב נחמן בר יעקב, אמר ,אמר,1,Kiddushin,190981,191006,54B,190981,2285,194
16841,נמי אמר רבי חמא ברבי ^עקיבא אמר רבי יוסי ברבי חנינא^ אומר היה רבי מאיר הקדש,עקיבא,עקיבא,רבי עקיבא בן יוסף,רבי יוסי ברבי חנינא,רבי יוסי ברבי חנינא,רבי יוסי ברבי חנינא,רבי יוסי ברבי חנינא-רבי עקיבא בן יוסף, אמר ,אמר,1,Kiddushin,193357,193385,55A,193357,2465,1689
16847,וכדרבי אבהו אמר רבי אלעזר.  דאמר ^רבי אבהו אמר רבי אלעזר^ כל מקום שנאמר לא יאכל,רבי אבהו,רבי אבהו,רבי אבהו,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אבהו-רבי אלעזר בן פדת, אמר ,אמר,1,Kiddushin,196005,196026,56B,196005,92,467
16853,לרבות את השחוטה.  ואיפוך אנא אמר ^רבי יוחנן משום רבי שמעון בן יוחי^ לא מצינו בעלי חיים שאסורים,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחי,רבי שמעון בן יוחי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Kiddushin,198691,198722,57A,198691,1570,2830
16854,חיים נינהו ואסירי אלא אמר ^רבי יוחנן משום רבי שמעון בן יוחי^ לא מצינו רוב בעלי חיים,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחי,רבי שמעון בן יוחי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Kiddushin,198939,198970,57B,198939,1570,2830
16857,יהודה ורבי שמעון מתיר אמר ^רב נחמן אמר רבה בר אבוה^ לאחר עריפה ודברי הכל,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Kiddushin,199610,199632,57B,199610,2285,2586
16858,בעזרה מנא הני מילי אמר ^רבי יוחנן משום רבי מאיר^ אמרה תורה שחוט לי בשלי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי מאיר,רבי מאיר,רבי מאיר,רבי יוחנן-רבי מאיר, משום ,משום,1,Kiddushin,200047,200069,57B,200047,1570,2068
16900,מאה תופסין בה וכן אמר ^רבי אסי אמר רבי יוחנן^ אפילו מאה תופסין בה אמר,רבי אסי,רבי אסי,רבי אסי,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אסי-רבי יוחנן, אמר ,אמר,1,Kiddushin,209856,209876,60A,209856,535,1570
16914,הא מני רבי היא דאמר ^רב הונא אמר רבי^ כל האומר על מנת כאומר,רב הונא,רב הונא,רב הונא,רבי,רבי,רבי יהודה הנשיא,רב הונא-רבי יהודה הנשיא, אמר ,אמר,1,Kiddushin,212122,212136,60B,212122,895,1508
16915,עליה ואנא דאמרי כרבנן.  גופא אמר ^רב הונא אמר רבי^ כל האומר על מנת כאומר,רב הונא,רב הונא,רב הונא,רבי,רבי,רבי יהודה הנשיא,רב הונא-רבי יהודה הנשיא, אמר ,אמר,1,Kiddushin,212216,212230,60B,212216,895,1508
16916,בבבל הוה אמרינן הא דאמר ^רב הונא אמר רבי^ כל האומר על מנת כאומר,רב הונא,רב הונא,רב הונא,רבי,רבי,רבי יהודה הנשיא,רב הונא-רבי יהודה הנשיא, אמר ,אמר,1,Kiddushin,212311,212325,60B,212311,895,1508
16926,גר נמי לאו בידו דאמר ^רבי חייא בר אבא אמר רבי יוחנן^,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Kiddushin,218548,218576,62A,218548,1091,1570
16954,רחמנא הימניה כרב הונא דאמר ^רב הונא אמר רב^ מנין לאב שנאמן לאסור את,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Kiddushin,224930,224943,64A,224930,895,2578
16970,אותו ליתן כתובה.  איתמר נמי אמר ^רב אחא בר אדא אמר רב^ ואמרי לה אמר רב אחא,רב אחא בר אדא,רב אחא בר אדא,רב אחא בר אדא,רב,רב,רב,רב-רב אחא בר אדא, אמר ,אמר,1,Kiddushin,229123,229142,65A,229123,265,2578
16972,אמר רב ואמרי לה אמר ^רב אחא בר אדא אמר רב המנונא^ אמר רב כופין ומבקשין תרתי,רב אחא בר אדא,רב אחא בר אדא,רב אחא בר אדא,רב המנונא,רב המנונא,רב המנונא,רב אחא בר אדא-רב המנונא, אמר ,אמר,1,Kiddushin,229157,229183,65A,229157,265,977
16973,רב אחא בר אדא אמר ^רב המנונא אמר רב^ כופין ומבקשין תרתי הכי קאמר,רב המנונא,רב המנונא,רב המנונא,רב,רב,רב,רב-רב המנונא, אמר ,אמר,1,Kiddushin,229175,229190,65A,229175,977,2578
16974,ולא ורפיא בידיה איתמר אמר ^רב נחמן אמר שמואל^ המקדש בעד אחד אין חוששין,רב נחמן,רב נחמן,רב נחמן בר יעקב,שמואל,שמואל,שמואל,רב נחמן בר יעקב-שמואל, אמר ,אמר,1,Kiddushin,229391,229407,65A,229391,2285,2763
16977,מפני שאין לבו גס בה.  אמר ^רב יצחק בר שמואל בר מרתא משמיה דרב^ המקדש בעד אחד אין חוששין,רב יצחק בר שמואל בר מרתא,רב יצחק בר שמואל בר מרתא,רב יצחק בר שמואל בר מרתא,דרב,רב,רב,רב-רב יצחק בר שמואל בר מרתא, משמיה ,משמיה,1,Kiddushin,230361,230394,65B,230361,1932,2578
16981,רבה רב ואיכא דאמרי אמר ^רבה בר רב הונא אמר רב^ המקדש בעד אחד בי דינא,רבה בר רב הונא,רבה בר רב הונא,רבה בר רב הונא,רב,רב,רב,רב-רבה בר רב הונא, אמר ,אמר,1,Kiddushin,230554,230574,65B,230554,2596,2578
17007,חלוצה דעבודתו כשירה מנלן אמר ^רב יהודה אמר שמואל^ דאמר קרא והיתה לו ולזרעו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,235472,235489,66B,235472,1394,2763
17008,מום דעבודתו פסולה מנלן אמר ^רב יהודה אמר שמואל^ דאמר קרא לכן אמר הנני,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,235771,235788,66B,235771,1394,2763
17014,דרבה בר בר חנה דאמר ^רבה בר בר חנה אמר רבי יוחנן^ מצרי שני שנשא מצרית ראשונה,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Kiddushin,237153,237179,67A,237153,2594,1570
17019,קידושין מנא הני מילי דאמר ^רבי חייא בר אבא אמר רבי יוחנן^ ומטו בה משום דרבי ינאי,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Kiddushin,238392,238420,67B,238392,1091,1570
17028,בה קידושי ולדה כמותה מנלן.  אמר ^רבי יוחנן משום רבי שמעון בן יוחי^ דאמר קרא כי יסיר את,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחי,רבי שמעון בן יוחי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Kiddushin,241075,241106,68B,241075,1570,2830
17032,לכתחילה קאמר שמע מינה אמר ^רב יהודה אמר שמואל^ הלכה כרבי טרפון,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,242607,242624,69A,242607,1394,2763
17041,למאן דאמר עלו היינו דאמר ^רב יהודה אמר שמואל^ כל ארצות עיסה לארץ ישראל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,244348,244365,69B,244348,1394,2763
17042,העולים מתל מלח תל חרשא.  אמר ^רבה בר רב אדא אמר רב^ כל הנושא אשה לשום ממון,רבה בר רב אדא,רבה בר רב אדא,רבה בר רב אדא,רב,רב,רב,רב-רבה בר רב אדא, אמר ,אמר,1,Kiddushin,246870,246889,70A,246870,21390,2578
17048,סבר לה מר להא דאמר ^רב הונא בר אידי אמר שמואל^ כיון שנתמנה אדם פרנס על,רב הונא בר אידי,רב הונא בר אידי,רב חנילאי בר אידי,שמואל,שמואל,שמואל,רב חנילאי בר אידי-שמואל, אמר ,אמר,1,Kiddushin,247988,248012,70A,247988,1206,2763
17050,סבר לה מר להא דאמר ^רבי אבא אמר רב הונא^ אמר רב כל תלמיד חכם,רבי אבא,רבי אבא,רבי אבא,רב הונא,רב הונא,רב הונא,רב הונא-רבי אבא, אמר ,אמר,1,Kiddushin,249567,249585,70B,249567,6,895
17051,להא דאמר רבי אבא אמר ^רב הונא אמר רב^ כל תלמיד חכם שמורה הלכה,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Kiddushin,249579,249592,70B,249579,895,2578
